Notes,State,County,County Code,Injury Intent,Injury Intent Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
, MO,Johnson County,29101,"Non-Injury, no intent classified",9,6597,985950,669.1,653,685.2,8.2,0.00%
, MO,Knox County,29103,Unintentional,1,45,78760,57.1,41.7,76.5,8.5,0.00%
, MO,Knox County,29103,Suicide,2,11,78760,Unreliable,7,25,4.2,0.00%
, MO,Knox County,29103,"Non-Injury, no intent classified",9,994,78760,1262.1,1183.6,1340.5,40,0.00%
, MO,Laclede County,29105,Unintentional,1,297,656589,45.2,40.1,50.4,2.6,0.00%
, MO,Laclede County,29105,Suicide,2,102,656589,15.5,12.5,18.5,1.5,0.00%
, MO,Laclede County,29105,Homicide,3,28,656589,4.3,2.8,6.2,0.8,0.00%
, MO,Laclede County,29105,"Non-Injury, no intent classified",9,6633,656589,1010.2,985.9,1034.5,12.4,0.00%
, MO,Lafayette County,29107,Unintentional,1,342,627562,54.5,48.7,60.3,2.9,0.00%
, MO,Lafayette County,29107,Suicide,2,69,627562,11,8.6,13.9,1.3,0.00%
, MO,Lafayette County,29107,Homicide,3,16,627562,Unreliable,1.5,4.1,0.6,0.00%
, MO,Lafayette County,29107,"Non-Injury, no intent classified",9,6664,627562,1061.9,1036.4,1087.4,13,0.00%
, MO,Lawrence County,29109,Unintentional,1,433,712690,60.8,55,66.5,2.9,0.00%
, MO,Lawrence County,29109,Suicide,2,107,712690,15,12.2,17.9,1.5,0.00%
, MO,Lawrence County,29109,Homicide,3,18,712690,Unreliable,1.5,4,0.6,0.00%
, MO,Lawrence County,29109,Undetermined ,4,10,712690,Unreliable,0.7,2.6,0.4,0.00%
, MO,Lawrence County,29109,"Non-Injury, no intent classified",9,7529,712690,1056.4,1032.6,1080.3,12.2,0.00%
, MO,Lewis County,29111,Unintentional,1,101,194779,51.9,41.7,62,5.2,0.00%
, MO,Lewis County,29111,Suicide,2,18,194779,Unreliable,5.5,14.6,2.2,0.00%
, MO,Lewis County,29111,"Non-Injury, no intent classified",9,2138,194779,1097.7,1051.1,1144.2,23.7,0.00%
, MO,Lincoln County,29113,Unintentional,1,514,932235,55.1,50.4,59.9,2.4,0.00%
, MO,Lincoln County,29113,Suicide,2,163,932235,17.5,14.8,20.2,1.4,0.00%
, MO,Lincoln County,29113,Homicide,3,31,932235,3.3,2.3,4.7,0.6,0.00%
, MO,Lincoln County,29113,Undetermined ,4,19,932235,Unreliable,1.2,3.2,0.5,0.00%
, MO,Lincoln County,29113,"Non-Injury, no intent classified",9,6803,932235,729.8,712.4,747.1,8.8,0.00%
, MO,Linn County,29115,Unintentional,1,139,244937,56.7,47.3,66.2,4.8,0.00%
, MO,Linn County,29115,Suicide,2,42,244937,17.1,12.4,23.2,2.6,0.00%
, MO,Linn County,29115,"Non-Injury, no intent classified",9,3235,244937,1320.7,1275.2,1366.3,23.2,0.00%
, MO,Livingston County,29117,Unintentional,1,170,282476,60.2,51.1,69.2,4.6,0.00%
, MO,Livingston County,29117,Suicide,2,39,282476,13.8,9.8,18.9,2.2,0.00%
, MO,Livingston County,29117,"Non-Injury, no intent classified",9,3452,282476,1222.1,1181.3,1262.8,20.8,0.00%
, MO,McDonald County,29119,Unintentional,1,300,428252,70.1,62.1,78,4,0.00%
, MO,McDonald County,29119,Suicide,2,65,428252,15.2,11.7,19.3,1.9,0.00%
, MO,McDonald County,29119,Homicide,3,27,428252,6.3,4.2,9.2,1.2,0.00%
, MO,McDonald County,29119,Undetermined ,4,20,428252,4.7,2.9,7.2,1,0.00%
, MO,McDonald County,29119,"Non-Injury, no intent classified",9,3615,428252,844.1,816.6,871.6,14,0.00%
, MO,Macon County,29121,Unintentional,1,217,294856,73.6,63.8,83.4,5,0.00%
, MO,Macon County,29121,Suicide,2,61,294856,20.7,15.8,26.6,2.6,0.00%
, MO,Macon County,29121,"Non-Injury, no intent classified",9,3648,294856,1237.2,1197.1,1277.4,20.5,0.00%
, MO,Madison County,29123,Unintentional,1,161,230979,69.7,58.9,80.5,5.5,0.00%
, MO,Madison County,29123,Suicide,2,39,230979,16.9,12,23.1,2.7,0.00%
, MO,Madison County,29123,"Non-Injury, no intent classified",9,2887,230979,1249.9,1204.3,1295.5,23.3,0.00%
, MO,Maries County,29125,Unintentional,1,125,171331,73,60.2,85.7,6.5,0.00%
, MO,Maries County,29125,Suicide,2,31,171331,18.1,12.3,25.7,3.2,0.00%
, MO,Maries County,29125,"Non-Injury, no intent classified",9,1684,171331,982.9,935.9,1029.8,24,0.00%
, MO,Marion County,29127,Unintentional,1,284,542142,52.4,46.3,58.5,3.1,0.00%
, MO,Marion County,29127,Suicide,2,72,542142,13.3,10.4,16.7,1.6,0.00%
, MO,Marion County,29127,Homicide,3,11,542142,Unreliable,1,3.6,0.6,0.00%
, MO,Marion County,29127,"Non-Injury, no intent classified",9,6124,542142,1129.6,1101.3,1157.9,14.4,0.00%
, MO,Mercer County,29129,Unintentional,1,35,70729,49.5,34.5,68.8,8.4,0.00%
, MO,Mercer County,29129,Suicide,2,16,70729,Unreliable,12.9,36.7,5.7,0.00%
, MO,Mercer County,29129,"Non-Injury, no intent classified",9,766,70729,1083,1006.3,1159.7,39.1,0.00%
, MO,Miller County,29131,Unintentional,1,294,467428,62.9,55.7,70.1,3.7,0.00%
, MO,Miller County,29131,Suicide,2,63,467428,13.5,10.4,17.2,1.7,0.00%
, MO,Miller County,29131,Homicide,3,15,467428,Unreliable,1.8,5.3,0.8,0.00%
, MO,Miller County,29131,Undetermined ,4,10,467428,Unreliable,1,3.9,0.7,0.00%
, MO,Miller County,29131,"Non-Injury, no intent classified",9,4793,467428,1025.4,996.4,1054.4,14.8,0.00%
, MO,Mississippi County,29133,Unintentional,1,162,264367,61.3,51.8,70.7,4.8,0.00%
, MO,Mississippi County,29133,Suicide,2,31,264367,11.7,8,16.6,2.1,0.00%
, MO,Mississippi County,29133,Homicide,3,26,264367,9.8,6.4,14.4,1.9,0.00%
, MO,Mississippi County,29133,"Non-Injury, no intent classified",9,3173,264367,1200.2,1158.5,1242,21.3,0.00%
, MO,Moniteau County,29135,Unintentional,1,131,293083,44.7,37,52.4,3.9,0.00%
, MO,Moniteau County,29135,Suicide,2,27,293083,9.2,6.1,13.4,1.8,0.00%
, MO,Moniteau County,29135,Homicide,3,11,293083,Unreliable,1.9,6.7,1.1,0.00%
, MO,Moniteau County,29135,"Non-Injury, no intent classified",9,2635,293083,899.1,864.7,933.4,17.5,0.00%
, MO,Monroe County,29137,Unintentional,1,115,170953,67.3,55,79.6,6.3,0.00%
, MO,Monroe County,29137,Suicide,2,22,170953,12.9,8.1,19.5,2.7,0.00%
, MO,Monroe County,29137,"Non-Injury, no intent classified",9,1798,170953,1051.8,1003.1,1100.4,24.8,0.00%
, MO,Montgomery County,29139,Unintentional,1,160,229161,69.8,59,80.6,5.5,0.00%
, MO,Montgomery County,29139,Suicide,2,45,229161,19.6,14.3,26.3,2.9,0.00%
, MO,Montgomery County,29139,"Non-Injury, no intent classified",9,2852,229161,1244.5,1198.9,1290.2,23.3,0.00%
, MO,Morgan County,29141,Unintentional,1,248,382503,64.8,56.8,72.9,4.1,0.00%
, MO,Morgan County,29141,Suicide,2,55,382503,14.4,10.8,18.7,1.9,0.00%
, MO,Morgan County,29141,Homicide,3,14,382503,Unreliable,2,6.1,1,0.00%
, MO,Morgan County,29141,Undetermined ,4,12,382503,Unreliable,1.6,5.5,0.9,0.00%
, MO,Morgan County,29141,"Non-Injury, no intent classified",9,4875,382503,1274.5,1238.7,1310.3,18.3,0.00%
, MO,New Madrid County,29143,Unintentional,1,251,358193,70.1,61.4,78.7,4.4,0.00%
, MO,New Madrid County,29143,Suicide,2,51,358193,14.2,10.6,18.7,2,0.00%
, MO,New Madrid County,29143,Homicide,3,27,358193,7.5,5,11,1.5,0.00%
, MO,New Madrid County,29143,"Non-Injury, no intent classified",9,4319,358193,1205.8,1169.8,1241.7,18.3,0.00%
, MO,Newton County,29145,Unintentional,1,561,1074779,52.2,47.9,56.5,2.2,0.00%
, MO,Newton County,29145,Suicide,2,157,1074779,14.6,12.3,16.9,1.2,0.00%
, MO,Newton County,29145,Homicide,3,42,1074779,3.9,2.8,5.3,0.6,0.00%
, MO,Newton County,29145,Undetermined ,4,43,1074779,4,2.9,5.4,0.6,0.00%
, MO,Newton County,29145,"Non-Injury, no intent classified",9,10143,1074779,943.7,925.4,962.1,9.4,0.00%
, MO,Nodaway County,29147,Unintentional,1,147,431917,34,28.5,39.5,2.8,0.00%
, MO,Nodaway County,29147,Suicide,2,53,431917,12.3,9.2,16.1,1.7,0.00%
, MO,Nodaway County,29147,"Non-Injury, no intent classified",9,3479,431917,805.5,778.7,832.2,13.7,0.00%
, MO,Oregon County,29149,Unintentional,1,136,202552,67.1,55.9,78.4,5.8,0.00%
, MO,Oregon County,29149,Suicide,2,36,202552,17.8,12.4,24.6,3,0.00%
, MO,Oregon County,29149,"Non-Injury, no intent classified",9,2450,202552,1209.6,1161.7,1257.5,24.4,0.00%
, MO,Osage County,29151,Unintentional,1,143,257238,55.6,46.5,64.7,4.6,0.00%
, MO,Osage County,29151,Suicide,2,44,257238,17.1,12.4,23,2.6,0.00%
, MO,Osage County,29151,"Non-Injury, no intent classified",9,2234,257238,868.5,832.4,904.5,18.4,0.00%
, MO,Ozark County,29153,Unintentional,1,138,181204,76.2,63.5,88.9,6.5,0.00%
, MO,Ozark County,29153,Suicide,2,37,181204,20.4,14.4,28.1,3.4,0.00%
, MO,Ozark County,29153,Homicide,3,12,181204,Unreliable,3.4,11.6,1.9,0.00%
, MO,Ozark County,29153,"Non-Injury, no intent classified",9,2236,181204,1234,1182.8,1285.1,26.1,0.00%
, MO,Pemiscot County,29155,Unintentional,1,280,354236,79,69.8,88.3,4.7,0.00%
, MO,Pemiscot County,29155,Suicide,2,61,354236,17.2,13.2,22.1,2.2,0.00%
, MO,Pemiscot County,29155,Homicide,3,39,354236,11,7.8,15.1,1.8,0.00%
, MO,Pemiscot County,29155,"Non-Injury, no intent classified",9,4193,354236,1183.7,1147.8,1219.5,18.3,0.00%
, MO,Perry County,29157,Unintentional,1,167,356710,46.8,39.7,53.9,3.6,0.00%
, MO,Perry County,29157,Suicide,2,50,356710,14,10.4,18.5,2,0.00%
, MO,Perry County,29157,Homicide,3,14,356710,Unreliable,2.1,6.6,1,0.00%
, MO,Perry County,29157,"Non-Injury, no intent classified",9,3418,356710,958.2,926.1,990.3,16.4,0.00%
, MO,Pettis County,29159,Unintentional,1,428,781469,54.8,49.6,60,2.6,0.00%
, MO,Pettis County,29159,Suicide,2,107,781469,13.7,11.1,16.3,1.3,0.00%
, MO,Pettis County,29159,Homicide,3,23,781469,2.9,1.9,4.4,0.6,0.00%
, MO,Pettis County,29159,"Non-Injury, no intent classified",9,7368,781469,942.8,921.3,964.4,11,0.00%
, MO,Phelps County,29161,Unintentional,1,481,824659,58.3,53.1,63.5,2.7,0.00%
, MO,Phelps County,29161,Suicide,2,119,824659,14.4,11.8,17,1.3,0.00%
, MO,Phelps County,29161,Homicide,3,27,824659,3.3,2.2,4.8,0.6,0.00%
, MO,Phelps County,29161,Undetermined ,4,11,824659,Unreliable,0.7,2.4,0.4,0.00%
, MO,Phelps County,29161,"Non-Injury, no intent classified",9,7586,824659,919.9,899.2,940.6,10.6,0.00%
, MO,Pike County,29163,Unintentional,1,211,351444,60,51.9,68.1,4.1,0.00%
, MO,Pike County,29163,Suicide,2,56,351444,15.9,12,20.7,2.1,0.00%
, MO,Pike County,29163,Homicide,3,11,351444,Unreliable,1.6,5.6,0.9,0.00%
, MO,Pike County,29163,"Non-Injury, no intent classified",9,3500,351444,995.9,962.9,1028.9,16.8,0.00%
, MO,Platte County,29165,Unintentional,1,589,1644523,35.8,32.9,38.7,1.5,0.00%
, MO,Platte County,29165,Suicide,2,217,1644523,13.2,11.4,15,0.9,0.00%
, MO,Platte County,29165,Homicide,3,60,1644523,3.6,2.8,4.7,0.5,0.00%
, MO,Platte County,29165,"Non-Injury, no intent classified",9,9696,1644523,589.6,577.9,601.3,6,0.00%
, MO,Polk County,29167,Unintentional,1,378,567453,66.6,59.9,73.3,3.4,0.00%
, MO,Polk County,29167,Suicide,2,87,567453,15.3,12.3,18.9,1.6,0.00%
, MO,Polk County,29167,Homicide,3,21,567453,3.7,2.3,5.7,0.8,0.00%
, MO,Polk County,29167,"Non-Injury, no intent classified",9,5737,567453,1011,984.8,1037.2,13.3,0.00%
, MO,Pulaski County,29169,Unintentional,1,409,920198,44.4,40.1,48.8,2.2,0.00%
, MO,Pulaski County,29169,Suicide,2,121,920198,13.1,10.8,15.5,1.2,0.00%
, MO,Pulaski County,29169,Homicide,3,53,920198,5.8,4.3,7.5,0.8,0.00%
, MO,Pulaski County,29169,Undetermined ,4,15,920198,Unreliable,0.9,2.7,0.4,0.00%
, MO,Pulaski County,29169,"Non-Injury, no intent classified",9,4903,920198,532.8,517.9,547.7,7.6,0.00%
, MO,Putnam County,29171,Unintentional,1,61,95548,63.8,48.8,82,8.2,0.00%
, MO,Putnam County,29171,Suicide,2,18,95548,Unreliable,11.2,29.8,4.4,0.00%
, MO,Putnam County,29171,"Non-Injury, no intent classified",9,1233,95548,1290.5,1218.4,1362.5,36.8,0.00%
, MO,Ralls County,29173,Unintentional,1,87,190406,45.7,36.6,56.4,4.9,0.00%
, MO,Ralls County,29173,Suicide,2,31,190406,16.3,11.1,23.1,2.9,0.00%
, MO,Ralls County,29173,"Non-Injury, no intent classified",9,1588,190406,834,793,875,20.9,0.00%
, MO,Randolph County,29175,Unintentional,1,241,477533,50.5,44.1,56.8,3.3,0.00%
, MO,Randolph County,29175,Suicide,2,88,477533,18.4,14.8,22.7,2,0.00%
, MO,Randolph County,29175,Homicide,3,18,477533,Unreliable,2.2,6,0.9,0.00%
, MO,Randolph County,29175,Undetermined ,4,16,477533,Unreliable,1.9,5.4,0.8,0.00%
, MO,Randolph County,29175,"Non-Injury, no intent classified",9,4971,477533,1041,1012,1069.9,14.8,0.00%
, MO,Ray County,29177,Unintentional,1,250,443711,56.3,49.4,63.3,3.6,0.00%
, MO,Ray County,29177,Suicide,2,85,443711,19.2,15.3,23.7,2.1,0.00%
, MO,Ray County,29177,"Non-Injury, no intent classified",9,4279,443711,964.4,935.5,993.3,14.7,0.00%
, MO,Reynolds County,29179,Unintentional,1,135,125621,107.5,89.3,125.6,9.2,0.00%
, MO,Reynolds County,29179,Suicide,2,24,125621,19.1,12.2,28.4,3.9,0.00%
, MO,Reynolds County,29179,Homicide,3,12,125621,Unreliable,4.9,16.7,2.8,0.00%
, MO,Reynolds County,29179,"Non-Injury, no intent classified",9,1382,125621,1100.1,1042.1,1158.1,29.6,0.00%
, MO,Ripley County,29181,Unintentional,1,189,263251,71.8,61.6,82,5.2,0.00%
, MO,Ripley County,29181,Suicide,2,43,263251,16.3,11.8,22,2.5,0.00%
, MO,Ripley County,29181,Homicide,3,14,263251,Unreliable,2.9,8.9,1.4,0.00%
, MO,Ripley County,29181,Undetermined ,4,23,263251,8.7,5.5,13.1,1.8,0.00%
, MO,Ripley County,29181,"Non-Injury, no intent classified",9,3242,263251,1231.5,1189.1,1273.9,21.6,0.00%
, MO,St. Charles County,29183,Unintentional,1,2684,6530732,41.1,39.5,42.7,0.8,0.00%
, MO,St. Charles County,29183,Suicide,2,768,6530732,11.8,10.9,12.6,0.4,0.00%
, MO,St. Charles County,29183,Homicide,3,118,6530732,1.8,1.5,2.1,0.2,0.00%
, MO,St. Charles County,29183,Undetermined ,4,99,6530732,1.5,1.2,1.8,0.2,0.00%
, MO,St. Charles County,29183,"Non-Injury, no intent classified",9,37690,6530732,577.1,571.3,582.9,3,0.10%
, MO,St. Clair County,29185,Unintentional,1,138,182527,75.6,63,88.2,6.4,0.00%
, MO,St. Clair County,29185,Suicide,2,31,182527,17,11.5,24.1,3.1,0.00%
, MO,St. Clair County,29185,"Non-Injury, no intent classified",9,2469,182527,1352.7,1299.3,1406,27.2,0.00%
, MO,Ste. Genevieve County,29186,Unintentional,1,217,342528,63.4,54.9,71.8,4.3,0.00%
, MO,Ste. Genevieve County,29186,Suicide,2,49,342528,14.3,10.6,18.9,2,0.00%
, MO,Ste. Genevieve County,29186,Homicide,3,10,342528,Unreliable,1.4,5.4,0.9,0.00%
, MO,Ste. Genevieve County,29186,"Non-Injury, no intent classified",9,3076,342528,898,866.3,929.8,16.2,0.00%
, MO,St. Francois County,29187,Unintentional,1,822,1189873,69.1,64.4,73.8,2.4,0.00%
, MO,St. Francois County,29187,Suicide,2,188,1189873,15.8,13.5,18.1,1.2,0.00%
, MO,St. Francois County,29187,Homicide,3,50,1189873,4.2,3.1,5.5,0.6,0.00%
, MO,St. Francois County,29187,Undetermined ,4,25,1189873,2.1,1.4,3.1,0.4,0.00%
, MO,St. Francois County,29187,Legal Intervention / Operations of War,5,24,1189873,2,1.3,3,0.4,0.00%
, MO,St. Francois County,29187,"Non-Injury, no intent classified",9,12632,1189873,1061.6,1043.1,1080.1,9.4,0.00%
, MO,St. Louis County,29189,Unintentional,1,7768,19085018,40.7,39.8,41.6,0.5,0.00%
, MO,St. Louis County,29189,Suicide,2,2258,19085018,11.8,11.3,12.3,0.2,0.00%
, MO,St. Louis County,29189,Homicide,3,1573,19085018,8.2,7.8,8.6,0.2,0.00%
, MO,St. Louis County,29189,Undetermined ,4,234,19085018,1.2,1.1,1.4,0.1,0.00%
, MO,St. Louis County,29189,"Non-Injury, no intent classified",9,169614,19085018,888.7,884.5,893,2.2,0.40%
, MO,Saline County,29195,Unintentional,1,216,440576,49,42.5,55.6,3.3,0.00%
, MO,Saline County,29195,Suicide,2,46,440576,10.4,7.6,13.9,1.5,0.00%
, MO,Saline County,29195,Homicide,3,14,440576,Unreliable,1.7,5.3,0.8,0.00%
, MO,Saline County,29195,Undetermined ,4,20,440576,4.5,2.8,7,1,0.00%
, MO,Saline County,29195,"Non-Injury, no intent classified",9,4846,440576,1099.9,1069,1130.9,15.8,0.00%
, MO,Schuyler County,29197,Unintentional,1,54,82259,65.6,49.3,85.7,8.9,0.00%
, MO,Schuyler County,29197,Suicide,2,17,82259,Unreliable,12,33.1,5,0.00%
, MO,Schuyler County,29197,"Non-Injury, no intent classified",9,958,82259,1164.6,1090.9,1238.4,37.6,0.00%
, MO,Scotland County,29199,Unintentional,1,56,92694,60.4,45.6,78.5,8.1,0.00%
, MO,Scotland County,29199,Suicide,2,14,92694,Unreliable,8.3,25.3,4,0.00%
, MO,Scotland County,29199,"Non-Injury, no intent classified",9,1128,92694,1216.9,1145.9,1287.9,36.2,0.00%
, MO,Scott County,29201,Unintentional,1,411,749816,54.8,49.5,60.1,2.7,0.00%
, MO,Scott County,29201,Suicide,2,114,749816,15.2,12.4,18,1.4,0.00%
, MO,Scott County,29201,Homicide,3,41,749816,5.5,3.9,7.4,0.9,0.00%
, MO,Scott County,29201,Undetermined ,4,11,749816,Unreliable,0.7,2.6,0.4,0.00%
, MO,Scott County,29201,"Non-Injury, no intent classified",9,7436,749816,991.7,969.2,1014.3,11.5,0.00%
, MO,Shannon County,29203,Unintentional,1,127,158075,80.3,66.4,94.3,7.1,0.00%
, MO,Shannon County,29203,Suicide,2,12,158075,Unreliable,3.9,13.3,2.2,0.00%
, MO,Shannon County,29203,"Non-Injury, no intent classified",9,1578,158075,998.3,949,1047.5,25.1,0.00%
, MO,Shelby County,29205,Unintentional,1,78,122361,63.7,50.4,79.6,7.2,0.00%
, MO,Shelby County,29205,Suicide,2,14,122361,Unreliable,6.3,19.2,3.1,0.00%
, MO,Shelby County,29205,"Non-Injury, no intent classified",9,1611,122361,1316.6,1252.3,1380.9,32.8,0.00%
, MO,Stoddard County,29207,Unintentional,1,332,567872,58.5,52.2,64.8,3.2,0.00%
, MO,Stoddard County,29207,Suicide,2,82,567872,14.4,11.5,17.9,1.6,0.00%
, MO,Stoddard County,29207,Homicide,3,10,567872,Unreliable,0.8,3.2,0.6,0.00%
, MO,Stoddard County,29207,Undetermined ,4,11,567872,Unreliable,1,3.5,0.6,0.00%
, MO,Stoddard County,29207,"Non-Injury, no intent classified",9,6767,567872,1191.6,1163.2,1220,14.5,0.00%
, MO,Stone County,29209,Unintentional,1,343,586370,58.5,52.3,64.7,3.2,0.00%
, MO,Stone County,29209,Suicide,2,105,586370,17.9,14.5,21.3,1.7,0.00%
, MO,Stone County,29209,Homicide,3,16,586370,Unreliable,1.6,4.4,0.7,0.00%
, MO,Stone County,29209,Undetermined ,4,14,586370,Unreliable,1.3,4,0.6,0.00%
, MO,Stone County,29209,"Non-Injury, no intent classified",9,6009,586370,1024.8,998.9,1050.7,13.2,0.00%
, MO,Sullivan County,29211,Unintentional,1,99,128238,77.2,62.7,94,7.8,0.00%
, MO,Sullivan County,29211,Suicide,2,21,128238,16.4,10.1,25,3.6,0.00%
, MO,Sullivan County,29211,"Non-Injury, no intent classified",9,1463,128238,1140.8,1082.4,1199.3,29.8,0.00%
, MO,Taney County,29213,Unintentional,1,478,915651,52.2,47.5,56.9,2.4,0.00%
, MO,Taney County,29213,Suicide,2,141,915651,15.4,12.9,17.9,1.3,0.00%
, MO,Taney County,29213,Homicide,3,37,915651,4,2.8,5.6,0.7,0.00%
, MO,Taney County,29213,"Non-Injury, no intent classified",9,8530,915651,931.6,911.8,951.3,10.1,0.00%
, MO,Texas County,29215,Unintentional,1,308,477269,64.5,57.3,71.7,3.7,0.00%
, MO,Texas County,29215,Suicide,2,70,477269,14.7,11.4,18.5,1.8,0.00%
, MO,Texas County,29215,Homicide,3,31,477269,6.5,4.4,9.2,1.2,0.00%
, MO,Texas County,29215,"Non-Injury, no intent classified",9,5123,477269,1073.4,1044,1102.8,15,0.00%
, MO,Vernon County,29217,Unintentional,1,254,393901,64.5,56.6,72.4,4,0.00%
, MO,Vernon County,29217,Suicide,2,70,393901,17.8,13.9,22.5,2.1,0.00%
, MO,Vernon County,29217,Homicide,3,13,393901,Unreliable,1.8,5.6,0.9,0.00%
, MO,Vernon County,29217,"Non-Injury, no intent classified",9,4337,393901,1101,1068.3,1133.8,16.7,0.00%
, MO,Warren County,29219,Unintentional,1,346,575866,60.1,53.8,66.4,3.2,0.00%
, MO,Warren County,29219,Suicide,2,100,575866,17.4,14,20.8,1.7,0.00%
, MO,Warren County,29219,Homicide,3,26,575866,4.5,2.9,6.6,0.9,0.00%
, MO,Warren County,29219,"Non-Injury, no intent classified",9,4342,575866,754,731.6,776.4,11.4,0.00%
, MO,Washington County,29221,Unintentional,1,352,466025,75.5,67.6,83.4,4,0.00%
, MO,Washington County,29221,Suicide,2,66,466025,14.2,11,18,1.7,0.00%
, MO,Washington County,29221,Homicide,3,17,466025,Unreliable,2.1,5.8,0.9,0.00%
, MO,Washington County,29221,Legal Intervention / Operations of War,5,20,466025,4.3,2.6,6.6,1,0.00%
, MO,Washington County,29221,"Non-Injury, no intent classified",9,4483,466025,962,933.8,990.1,14.4,0.00%
, MO,Wayne County,29223,Unintentional,1,211,254244,83,71.8,94.2,5.7,0.00%
, MO,Wayne County,29223,Suicide,2,54,254244,21.2,16,27.7,2.9,0.00%
, MO,Wayne County,29223,Homicide,3,14,254244,Unreliable,3,9.2,1.5,0.00%
, MO,Wayne County,29223,"Non-Injury, no intent classified",9,3357,254244,1320.4,1275.7,1365.1,22.8,0.00%
, MO,Webster County,29225,Unintentional,1,371,664453,55.8,50.2,61.5,2.9,0.00%
, MO,Webster County,29225,Suicide,2,117,664453,17.6,14.4,20.8,1.6,0.00%
, MO,Webster County,29225,Homicide,3,14,664453,Unreliable,1.2,3.5,0.6,0.00%
, MO,Webster County,29225,"Non-Injury, no intent classified",9,5098,664453,767.2,746.2,788.3,10.7,0.00%
, MO,Worth County,29227,Unintentional,1,35,41687,84,58.5,116.8,14.2,0.00%
, MO,Worth County,29227,"Non-Injury, no intent classified",9,558,41687,1338.5,1227.5,1449.6,56.7,0.00%
, MO,Wright County,29229,Unintentional,1,214,349635,61.2,53,69.4,4.2,0.00%
, MO,Wright County,29229,Suicide,2,62,349635,17.7,13.6,22.7,2.3,0.00%
, MO,Wright County,29229,Homicide,3,13,349635,Unreliable,2,6.4,1,0.00%
, MO,Wright County,29229,Undetermined ,4,10,349635,Unreliable,1.4,5.3,0.9,0.00%
, MO,Wright County,29229,"Non-Injury, no intent classified",9,3952,349635,1130.3,1095.1,1165.6,18,0.00%
, MO,St. Louis city,29510,Unintentional,1,3550,6172843,57.5,55.6,59.4,1,0.00%
, MO,St. Louis city,29510,Suicide,2,796,6172843,12.9,12,13.8,0.5,0.00%
, MO,St. Louis city,29510,Homicide,3,2072,6172843,33.6,32.1,35,0.7,0.00%
, MO,St. Louis city,29510,Undetermined ,4,96,6172843,1.6,1.3,1.9,0.2,0.00%
, MO,St. Louis city,29510,"Non-Injury, no intent classified",9,59201,6172843,959.1,951.3,966.8,3.9,0.10%
, MT,Beaverhead County,30001,Unintentional,1,121,174215,69.5,57.1,81.8,6.3,0.00%
, MT,Beaverhead County,30001,Suicide,2,47,174215,27,19.8,35.9,3.9,0.00%
, MT,Beaverhead County,30001,"Non-Injury, no intent classified",9,1370,174215,786.4,744.7,828,21.2,0.00%
, MT,Big Horn County,30003,Unintentional,1,278,244525,113.7,100.3,127.1,6.8,0.00%
, MT,Big Horn County,30003,Suicide,2,40,244525,16.4,11.7,22.3,2.6,0.00%
, MT,Big Horn County,30003,Homicide,3,26,244525,10.6,6.9,15.6,2.1,0.00%
, MT,Big Horn County,30003,Undetermined ,4,17,244525,Unreliable,4,11.1,1.7,0.00%
, MT,Big Horn County,30003,"Non-Injury, no intent classified",9,1837,244525,751.3,716.9,785.6,17.5,0.00%
, MT,Blaine County,30005,Unintentional,1,107,126177,84.8,68.7,100.9,8.2,0.00%
, MT,Blaine County,30005,Suicide,2,32,126177,25.4,17.3,35.8,4.5,0.00%
, MT,Blaine County,30005,"Non-Injury, no intent classified",9,1145,126177,907.5,854.9,960,26.8,0.00%
, MT,Broadwater County,30007,Unintentional,1,66,98368,67.1,51.9,85.4,8.3,0.00%
, MT,Broadwater County,30007,Suicide,2,22,98368,22.4,14,33.9,4.8,0.00%
, MT,Broadwater County,30007,"Non-Injury, no intent classified",9,890,98368,904.8,845.3,964.2,30.3,0.00%
